drug_id,dci,position
1634,Etanercept,1
1636,Vaccin contre l'hépatite B,1
1637,Vaccin contre l'hépatite B,1
1638,Enoxaparine sodique,1
1639,Enoxaparine sodique,1
1640,Enoxaparine sodique,1
1641,Enoxaparine sodique,1
1642,Eucalyptus,1
1642,Propolis,2
1642,Echinacea,3
1642,Gingembre,4
1643,Eucalyptus,1
1643,propolis et extrait de plante,2
1644,Satralizumab,1
1645,Nifuroxazide,1
1646,Spores de Bacillus Clausii,1
1647,Spores de Bacillus Clausii,1
1648,Sofosbuvir,1
1648,Velpatasvir,2
1649,Ephedrine,1
1650,Pseudoephedrine,1
1650,Triprolidine,2
1650,Paracetamol,3
1651,Pseudoephedrine,1
1651,Triprolidine,2
1651,Paracetamol,3
1652,Ephedrine,1
1653,Adapalene,1
1653,Peroxyde de benzoyle,2
1654,Prégabaline,1
1655,Prégabaline,1
1656,Magnésium,1
1656,Complexe vitaminé,2
1656,Extrait sec de pollen,3
1657,Épirubicine,1
1658,Epirubicine,1
1659,"Solution nettoyante avec extrait d'Aloe Vera, Centella, Calendula, etc.",1
1660,Erythropoïétine alpha,1
1661,"Antianémique, époétine alfa",1
1662,Erythropoïétine alpha,1
1663,Erythropoïétine alpha,1
1664,Erythropoïétine alpha,1
1665,Pregabaline,1
1666,Pregabaline,1
1667,Pregabaline,1
1668,Vaccin antirabique,1
1669,Fulvestrant,1
1670,Lévofloxacine,1
1671,Lévofloxacine,1
1672,Cetuximab,1
1673,Sildénafil,1
1674,Sildénafil,1
1675,Sildénafil,1
1676,Sildénafil,1
1677,Sildénafil,1
1678,Sildénafil,1
1679,Sildénafil,1
1680,Sildénafil,1
1681,Sildénafil,1
1682,Sildénafil,1
1683,Sildénafil,1
1684,Sildénafil,1
1685,Sildénafil,1
1686,Desloratadine,1
1687,Désloratadine,1
1688,Désloratadine,1
1689,Désloratadine,1
1690,Ergocalciférol,1
1691,Apalutamide,1
1692,Erlotinib,1
1693,Erlotinib,1
1694,Erlotinib,1
1695,Desloratadine,1
1696,Desloratadine,1
1697,Desloratadine,1
1698,Desloratadine,1
1699,Desloratadine,1
1700,Terbinafine,1
1701,Terbinafine,1
1702,Terbinafine,1
1703,Terbinafine,1
1704,Ebastine,1
1705,Ebastine,1
1706,Ebastine,1
1707,Erythromycine,1
1708,Erythromycine,1
1709,Esoméprazole,1
1710,Esoméprazole,1
1711,Esoméprazole,1
1712,Esoméprazole,1
1713,Esoméprazole,1
1714,Esoméprazole,1
1715,Escitalopram,1
1716,Escitalopram,1
1717,Escitalopram,1
1718,Escitalopram,1
1719,Vitamines et sels minéraux,1
1720,Hydrochlorothiazide,1
1722,Fluconazole,1
1723,Fluconazole,1
1724,Esomeprazole,1
1725,Esomeprazole,1
1726,Esomeprazole,1
1727,Esomeprazole,1
1728,Esomeprazole,1
1729,Quétiapine,1
1730,Quétiapine,1
1731,Quétiapine,1
1732,Quetiapine,1
1733,Etoposide,1
1734,Etoposide,1
1735,Etoposide,1
1736,Cinéole,1
1736,Codéine,2
1737,Charbon végétal,1
1737,Extrait de rhubarbe,2
1737,Feuilles de séné,3
1737,Soufre,4
1738,Charbon végétal Extrait de rhubarbe Feuilles de séné Soufre,1
1739,Codeine,1
1739,Extrait d'erysimum officinale,2
1740,Ésomeprazole,1
1741,Ésomeprazole,1
1742,Ésomeprazole,1
1743,Ésomeprazole,1
1744,Ésomeprazole,1
1745,Ésomeprazole,1
1746,Evérolimus,1
1747,Dapoxétine,1
1748,Dapoxétine,1
1749,Dapoxétine,1
1750,Dapoxétine,1
1751,Dapoxétine,1
1752,Dapoxétine,1
1753,Lévofloxacine,1
1754,Lévofloxacine,1
1755,Lévofloxacine,1
1756,Risdiplam,1
1757,Acide tranexamique,1
1758,Acide tranexamique,1
1759,Acide tranexamique,1
1760,Rivastigmine,1
1761,Rivastigmine,1
1762,Rivastigmine,1
1763,Exémestane,1
1764,Exémestane,1
1765,Amlodipine,1
1765,Valsartan,2
1766,Amlodipine,1
1766,Valsartan,2
1767,Amlodipine,1
1767,Valsartan,2
1768,Amlodipine,1
1768,Valsartan,2
1768,Hydrochlorothiazide,3
1769,Amlodipine,1
1769,Valsartan,2
1769,Hydrochlorothiazide,3
1770,Amlodipine,1
1770,Valsartan,2
1770,Hydrochlorothiazide,3
1771,Amlodipine,1
1771,Valsartan,2
1771,Hydrochlorothiazide,3
1772,Escitalopram,1
1773,Escitalopram,1
1774,Escitalopram,1
1775,Escitalopram,1
1776,Déférasirox,1
1777,Déférasirox,1
1778,Ofloxacine,1
1779,Naftifine,1
1780,Naftifine,1
1781,Acétylcystéine,1
1782,Fumarate ferreux,1
1782,Acide folique,2
1782,vitamine C,3
1782,Cyanocobalamine,4
1783,Magnésium marin,1
1783,vitamine B6,2
1783,Verveine,3
1784,Acérola + 16 vitamines et minéraux,1
1785,Acérola + 16 vitamines et minéraux,1
1786,Amlodipine,1
1786,Valsartan,2
1787,Amlodipine,1
1787,Valsartan,2
1788,Amlodipine,1
1788,Valsartan,2
1788,Hydrochlorothiazide,3
1789,Amlodipine,1
1789,Valsartan,2
1789,Hydrochlorothiazide,3
1790,Amlodipine,1
1790,Valsartan,2
1790,Hydrochlorothiazide,3
1791,Amlodipine,1
1791,Valsartan,2
1791,Hydrochlorothiazide,3
1792,Aflibercept,1
1793,Ezétimibe,1
1794,Esomeprazole,1
1795,Esomeprazole,1
1796,Esomeprazole,1
1797,Esomeprazole,1
1798,Esomeprazole,1
1799,Esomeprazole,1
1800,Agalsidase bêta,1
1801,Aripiprazole,1
1802,Aripiprazole,1
1803,Fampridine,1
1804,Epirubicine,1
1805,Fulvestrant,1
1806,Rasburicase,1
1807,Isoconazole,1
1808,Isoconazole,1
1809,Sélénium,1
1809,inositol vitamine B12,2
1809,vitamine B6,3
1809,lipozinc,4
1809,magnésium,5
1809,vitaminê C,6
1810,Fenofibrate,1
1811,Paracetamol,1
1811,Acide ascorbique,2
1811,Phéniramine,3
1812,Paracetamol,1
1812,Acide ascorbique,2
1812,Phéniramine,3
1813,Paracetamol,1
1813,Acide ascorbique,2
1813,Phéniramine,3
1814,Febuxostat,1
1815,Febuxostat,1
1816,Piroxicam,1
1817,Piroxicam,1
1818,Piroxicam,1
1819,Piroxicam,1
1820,Piroxicam,1
1821,Piroxicam,1
1822,Piroxicam,1
1823,Piroxicam,1
1824,Létrozole,1
1825,"FER, BP",1
1827,Diclofenac,1
1828,Diclofenac,1
1829,Diclofenac,1
1830,Fénofibrate,1
1831,Charbon végétal activé,1
1831,Fenouil,2
1831,Carvi,3
1832,Fénofibrate,1
1833,Fentanyl,1
1834,Fentanyl,1
1835,Fentanyl,1
1836,Fentanyl,1
1837,Fentanyl,1
1838,Fer ferrique,1
1839,Complexe d'hydroxyde ferrique,1
1839,saccharose,2
1840,Complexe d'hydroxyde ferrique,1
1840,saccharose,2
1841,Fer liposomal,1
1842,Fer,1
1843,Fer,1
1843,Vitamine B9,2
1845,Fer protéinsuccinylate,1
1846,Fer,1
1846,Acide folique,2
1847,Défériprone,1
1848,Psyllium,1
1849,Vérapamil,1
1850,Vérapamil,1
1851,Fibrinogène humain,1
1852,Finastéride,1
1853,Fer,1
1853,B6,2
1854,Fer en capsule plus des vitamines et des extraits végétaux,1
1856,Propolis,1
1856,Echinacée,2
1856,Thym,3
1856,vitamine C,4
1857,Propolis,1
1857,Échinacée,2
1857,Eucalyptus,3
1857,Vitamine C,4
1858,Propolis,1
1858,Echinacée,2
1858,Mauve,3
1858,Vitamine C,4
1859,Magnésium,1
1859,Pyridoxine,2
1860,Métronidazole,1
1861,Métronidazole,1
1862,Métronidazole,1
1863,Métronidazole,1
1864,Méloxicam,1
1865,Méloxicam,1
1866,Sulfadiazine argentique,1
1867,Charbon végétal activé,1
1867,Fenouil,2
1868,Extrait de soja,1
1868,Calcium,2
1868,Vitamine D et K,3
1868,Vitamine B6-B9-B12,4
1868,Acide alpha-linolénique,5
1869,Flécaïnide,1
1870,Vitamine C,1
1870,Collagéne,2
1871,Kétoprofène,1
1872,"Extrait standardisé d'harpagophytum, cartilage de requin, agent antiagglomérant : stéarate de magnésium, gélules d'origine bovine halal.",1
1873,Magnésium,1
1873,Coenzyme Q10,2
1873,Glycosaminoglycanes,3
1873,Silicium,4
1873,Boswellia,5
1873,Arnica,6
1873,Griffe du diable,7
1875,Fluticasone,1
1876,Fluticasone,1
1877,Fluticasone,1
1878,Fluticasone,1
1879,Ciprofloxacine,1
1880,Ciprofloxacine,1
1881,Ciprofloxacine,1
1882,Ciprofloxacine,1
1883,Alfuzosine,1
1884,Alfuzosine,1
1885,Montélukast,1
1886,Montélukast,1
1887,Montélukast,1
1888,Flucloxacilline,1
1889,Flucloxacilline,1
1890,Flucloxacilline,1
1891,Flucloxacilline,1
1892,Flucloxacilline,1
1893,Flucloxacilline,1
1894,Flucloxacilline,1
1895,Ofloxacine,1
1896,Ofloxacine,1
1897,Fluvoxamine,1
1898,Fluconazole,1
1899,Fluconazole,1
1900,Fluconazole,1
1901,Fluorométholone,1
1902,Fluconazole,1
1903,Fluconazole,1
1904,Fluoxétine,1
1905,Fludarabine,1
1906,Indapamide,1
1907,Ambroxol,1
1908,Chlorure de déqualinium,1
1909,Fluorésceine,1
1910,Bifluorure d'ammonium,1
1910,Ester benzylsalicylique,2
1911,Fluoxétine,1
1912,Fluoxétine,1
1913,Fluoxétine,1
1914,Fluoxétine,1
1915,Flucloxacilline,1
1916,Flucloxacilline,1
1917,Flucloxacilline,1
1918,Flucloxacilline,1
1919,Fluphénazine,1
1920,Flucloxacilline,1
1921,Flucloxacilline,1
1922,Flucloxacilline,1
1923,Flucloxacilline,1
1924,Fluoxétine,1
1925,Fluoxétine,1
1926,Fer sulfate ferreux,1
1926,Acide folique,2
1927,Folinate,1
1928,Folinate,1
1929,Acide folique,1
1929,iode,2
1930,Pyrithione,1
1931,Pyrithione,1
1932,Fluconazole,1
1933,Fluconazole,1
1934,Fluconazole,1
1935,Fluconazole,1
1936,Budesonide,1
1936,Formoterol,2
1937,Budesonide,1
1937,Formoterol,2
1938,Macrogol 4000,1
1939,Formotérol,1
1940,Complexe vitaminé + minéraux,1
1941,Ginseng,1
1941,guarana,2
1941,vitamines,3
1943,L-arginine,1
1943,Extrait sec de maca,2
1943,Extrait sec de ginseng,3
1943,Extrait sec de ginkgo,4
1944,Macrogol 4000,1
1944,Sulfate de sodium anhydre,2
1944,Bicarbonate de sodium,3
1944,Chlorure de sodium,4
1944,Chlorure de potassium,5
1945,Dapagliflozine,1
1946,ACIDE ALENDRONIQUE,1
1946,CHOLECALCIFEROL,2
1947,Sévélamer,1
1948,Béclométasone,1
1948,Formotérol,2
1949,Béclométasone,1
1949,Formotérol,2
1950,Fer élémentaire,1
1951,Framycétine,1
1951,Déxaméthasone,2
1952,Acide fusidique,1
1953,Acide fucidique,1
1954,Fusidate de sodium,1
1955,Acide fusidique,1
1956,Acide fusidique,1
1957,Pegfilgrastim,1
1958,Fumarate Ferreux,1
1959,Econazole,1
1960,Econazole,1
1961,Econazole,1
1962,Econazole,1
1963,Furosemide,1
1964,Furosemide,1
1965,Acide fucidique,1
1966,Acide fusidique,1
1967,Glucosamine sulfate,1
1967,Chondroïtine sulfate,2
1967,Méthylsulfonylméthane (MSM),3
1967,Extrait sec de bambou,4
1967,Extrait sec de curcuma,5
1967,Extrait sec de poivre noir,6
1967,Citrate de zinc,7
1967,Gluconate de manganèse,8
1968,Glucosamine sulfate,1
1968,Chondroïtine sulfate,2
1968,Méthylsulfonylméthane (MSM),3
1968,Extrait sec de bambou,4
1968,Extrait sec de curcuma,5
1968,Extrait sec de poivre noir,6
1968,Citrate de zinc,7
1968,Gluconate de manganèse,8
1969,Imiquimod,1
1970,Gabapentine,1
1971,Gabapentine,1
1972,Pregabaline,1
1973,Pregabaline,1
1974,Pregabaline,1
1975,Pregabaline,1
1976,Gadobutrol,1
1977,Gadobutrol,1
1978,Vildagliptine,1
1979,Vildagliptine,1
1979,Metformine,2
1980,Vildagliptine,1
1980,Metformine,2
1981,Vildagliptine,1
1981,Metformine,2
1982,Immunoglobuline humaine non spécifique,1
1983,Bimatoprost,1
1983,Timolol,2
1984,Prégabaline,1
1985,Prégabaline,1
1986,Prégabaline,1
1987,Prégabaline,1
1988,Prégabaline,1
1989,Prégabaline,1
1991,Phénobarbital,1
1992,Phénobarbital,1
1993,Phénobarbital,1
1994,Hydroxyde d'aluminium,1
1994,Hydroxyde de magnesium,2
1995,Hydroxyde d'aluminium,1
1995,Hydroxyde de magnesium,2
1996,Amidotrizoate de sodium,1
1996,Amidotrizoate de méglumine,2
1997,Carbonate de calcium,1
1997,Hydroxyde de magnésium,2
1997,Réglisse déglycyrrhizé,3
1997,Mauve,4
1997,Fenouil,5
1997,Camomille,6
1998,Alginate de sodium,1
1998,Bicarbonate de sodium,2
1999,Alginate de sodium,1
1999,Bicarbonate de sodium,2
2000,Alginate de sodium,1
2000,Bicarbonate de sodium,2
2001,Alginate de sodium,1
2001,Bicarbonate de sodium,2
2002,Obinutuzumab,1
2003,Gefitinib,1
2004,Gefitinib,1
2005,Carbomère 974P,1
2006,Polysuccinate de gélatine,1
2008,Paracétamol,1
2009,Gemcitabine,1
2010,Gemcitabine,1
2011,Gemcitabine,1
2012,Gemcitabine,1
2013,Gemcitabine,1
2014,Gemcitabine,1
2015,Extrait sec de trèfle,1
2015,Extrait sec de cimicaire,2
2015,Extrait sec de luzerne,3
2015,Extrait sec de de soja,4
2015,Extrait sec de prêle,5
2016,Agneau-chaste,1
2016,Gluconate de magnésium,2
2016,oxyde de magnésium,3
2016,vitamine B6,4
2017,Somatotropine,1
2018,Somatropine,1
2019,Ramipril,1
2020,Ramipril,1
2021,Ramipril,1
2022,Atorvastatine,1
2023,Atorvastatine,1
2024,Atorvastatine,1
2025,Atorvastatine,1
2026,Atorvastatine,1
2027,Atorvastatine,1
2028,Gentamicine,1
2029,Gentamicine,1
2030,Gentamicine,1
2031,Gentamicine,1
2032,Gentamicine,1
2033,Gentamicine,1
2034,Gentamicine,1
2035,Gentamicine,1
2036,Gentamicine,1
2037,Gentamicine,1
2038,Gentamicine,1
2039,Gentamicine,1
2040,Glimépiride,1
2041,Glimépiride,1
2042,Glimépiride,1
2044,Progestérone,1
2045,Fingolimod,1
2046,"Aqua, Sorbitol, PEG-40 hydrogenated Castor Oil, Mentha avensis leaf oil, potassium sorbate, Sodium benzoate, Eugenia caryophyllus bud oil, Sodium saccharine, Chlorhexidine digluconate, Citric acid, Menthol.",1
2047,"Aqua, Sorbitol, Glycerine, PEG-40 Hydrogenated Castor Oil, Phenoxyethanol, Charcoal powder, Calcium carbonate, Aroma, sodium Benzoate, Sodium Saccharin, Citric acid, Sodium fluoride, Menthol.",1
2048,"Aqua, Sorbitol, Glycerine, Potassium Nitrate (5%), PEG-40 Hydrogenated Castor Oil, Phenoxyethanol, Aroma, Sodium Fluoride (0.15%), sodium Benzoate, Sodium Saccharin, Citric acid, Menthol.",1
2049,"Aqua, Propolis powder, Sorbitol, Glycerine, Propylene glycol, PEG-40 Hydrogenated Castor Oil, Phenoxyethanol, Aroma, sodium Benzoate, Eugenia caryophyllus bud oil, Sodium Saccharin, Citric acid, Sodium fluoride, Menthol.",1
2050,"Aqua, Sorbitol, Glycerine, PEG-40 hydrogenated Castor Oil, Phenoxye- thanol, Aroma, Sodium benzoate, Sodium saccharin, Chlorhexidine digluconate (0.12%), citric acid, sodium fluoride, menthol, CI 75470.",1
2051,"Sorbitol, Aqua, Silica, Glycerine, Amidon, sodium lauryl sulfate, calcium Carbonate, Xanthan gum, Charcoal powder, phenoxyethanol, Arôma, Sodium benzoate, sodium fluoride, sodium saccharin, Menthol.",1
2052,"Sorbitol, Aqua, Hydrated Silica, Glycerine, Zea mays strach, Potassium Nitrate (5%), Xanthan gum, Sodium bicarbonate, phenoxyethanol, sodium lauryl sulfate, Titanium, dioxide, Arôma, Sodium benzoate, sodium fluoride, sodium saccharin, Menthol.",1
2053,"Sorbitol, Aqua, Propolis, Glycerine, Propylene glycol, Silica, Amidon, sodium lauryl sulfate, Xanthan gum, phenoxyethanol, Eugenia caryophyllus bud oil, Titanium dioxide, Arôma, Sodium benzoate, sodium fluoride, sodium saccharinate, citric acid, Menthol.",1
2054,"Sorbitol, Aqua, Hydrated Silica, Glycerine, Zea mays strach, Xanthan gum, Sodium bicarbonate, phenoxyethanol, sodium lauryl sulfate, Titanium, dioxide, Arôma, Sodium benzoate, sodium fluoride, sodium saccharin, Chlorhexidine digluconate, Menthol.",1
2055,"Aqua, Propolis powder, Propylene glycol, Sorbitol, Glycerin, Salvia Officinalis (sage) Leaf Extract, Carbomer, Phenoxyethanol, Polysorbate 80, , Xanthan gum, potassium sorbate, Sodium benzoate, Hyaluronic acid, Eugenia caryophyllus bud oil, citric acid.",1
2056,"Aqua, Propolis powder, Glycerin, Propylene glycol, Sorbitol, Honey, Phenoxyethanol, Polysorbate 80, Eugenia caryophyllus bud oil, Thymus vulgaris oil, potassium sorbate, Sodium benzoate, Citric acid.",1
2057,Vitamines + minéraux,1
2058,Afatinib,1
2059,Afatinib,1
2060,Afatinib,1
2061,Ciprofloxacine,1
2062,Ciprofloxacine,1
2063,Ciprofloxacine,1
2064,Insuline glargine,1
2065,DORZOLAMIDE,1
2066,DORZOLAMIDE,1
2066,TIMOLOL,2
2067,Glimépiride,1
2068,Glimépiride,1
2069,Glimépiride,1
2070,Glimépiride,1
2071,Glimépiride,1
2072,Glimépiride,1
2073,Glimépiride,1
2074,Glibenclamide,1
2075,Glibenclamide,1
2076,Glibenclamide,1
2077,Imatinib,1
2078,Imatinib,1
2079,Glucagon,1
2080,Calcium (Glucoheptonate),1
2080,Calcium (Gluconate),2
2081,Metformine,1
2082,Metformine,1
2083,Metformine,1
2084,Metformine,1
2085,Glucose 5 %,1
2086,Glucose monohydraté,1
2087,Glucose monohydraté,1
2088,Glucose,1
2089,Glucose,1
2090,Glucose,1
2091,Glucose,1
2092,Glucose,1
2093,Glucose,1
2094,Glucose,1
2095,Glucose,1
2096,Glucose,1
2097,Glucose,1
2098,Glucose monohydraté,1
2099,Glucose monohydraté,1
2100,Glibenclamide,1
2100,Metformine,2
2101,Glibenclamide,1
2101,Metformine,2
2102,Glibenclamide,1
2102,Metformine,2
2103,Gliquidone,1
2104,18 Fluorodesoxyglucose,1
2105,Metformine,1
2106,Metformine,1
2107,Metformine,1
2108,Gliclazide,1
2109,Gliclazide,1
2110,Répaglinide,1
2111,Répaglinide,1
2112,Répaglinide,1
2113,Répaglinide,1
2114,Répaglinide,1
2115,Répaglinide,1
2116,Terlipressin,1
2117,Glimépiride,1
2118,Glimépiride,1
2119,Glimépiride,1
2120,Glimépiride,1
2121,Follitropine alfa,1
2122,Follitropine alfa,1
2123,Follitropine alfa,1
2124,Désogestrel,1
2124,Ethinylestradiol,2
2125,Ortie,1
2125,Serenaa Repens,2
2125,Pépins de courge,3
2125,Prunier d'afrique,4
2125,Zinc,5
2125,Vitamine B6,6
2125,Vitamine E,7
2125,Coenzyme Q10,8
2125,Lycopène,9
2126,Fer bisglycinate,1
2127,"Extrait de Cassis BIO, Jus d'Argousier BIO",1
2127,Extrait de Cynorrhodon,2
2127,Extrait d'Acérola BIO,3
2127,Extrait de Thym BIO,4
2127,Sirop d'agave BIO,5
2128,"Oméga 3 (320 MG) dont EPA ( 165 MG) , DHA (110 MG)",1
2129,Pegfilgrastim,1
2130,Poliresin®,1
2130,complexe végétal,2
2130,Miel,3
2131,Poliresin®,1
2131,complexe végétal,2
2131,Miel,3
2132,Griseofulvine,1
2133,Griseofulvine,1
2134,Griseofulvine,1
2135,Griseofulvine,1
2136,Griseofulvine,1
2136,Acide salicylique,2
2137,Griseofulvine,1
2138,Griseofulvine,1
2139,Sertaconazole,1
2140,Lactobacillus acidophilus,1
2140,Estriol 0.03,2
2141,Lotus et pro vitamine B5,1
2142,Panthenol,1
2142,lotus,2
2142,pro vit b5,3
2143,Chlormadinone acétate,1
2143,Ethinylestradiol,2
2144,Paricalcitol,1
2145,Eribyline mésilate,1
2146,Halopéridol,1
2147,Haloperidol,1
2148,Haloperidol,1
2149,Haloperidol,1
2150,Halothane,1
2151,Vaccin contre l'hépatite A,1
2152,Sélénium,1
2152,Coenzyme Q10,2
2152,L-Arginine,3
2152,L-Carnitine,4
2152,Lipozinc,5
2152,Vitamine C,6
2152,Vitamine B9,7
2153,Tanin officinal,1
2153,Hamamelis virginiana,2
2153,Phenazone,3
2154,Amoxicilline,1
2154,Métronidazole,2
2156,Emicizumab,1
2157,Emicizumab,1
2158,Emicizumab,1
2159,Emicizumab,1
2160,Oxytocine,1
2161,Chlorhydrate de cinchocaïne,1
2161,Hydrocortisone,2
2161,Acétate d’hydrocortisone,3
2161,Esculoside,4
2161,Benzocaine,5
2162,Chlorhydrate de cinchocaïne,1
2162,Hydrocortisone,2
2162,Acétate d’hydrocortisone,3
2162,Esculoside,4
2162,Benzocaine,5
2163,"Pyrophosphate ferrique (Lipofer®), acide folique (Vitamine B9), Vitamine D3 (cholécalciférol), acide ascorbique (Vitamine C), agent de charge (Maltodextrine), agent antiagglomérant (stéarate de magnésium), gélule d’origine bovine Halal.",1
2164,Clopidogrel,1
2164,acide acétylsalicylique,2
2165,Clopidogrel,1
2165,acide acétylsalicylique,2
2166,"Extrait de marronnier d’inde, hamamélis, calendula, huile essentielle de menthe et d’arbre à thé",1
2167,"Extrait de marronnier d’inde, hamamélis, calendula, huile essentielle de menthe et d’arbre à thé",1
2170,Héparine sodique,1
2171,Héparine sodique,1
2172,Héparine sodique,1
2173,Héparine sodique,1
2174,Héparine sodique,1
2175,Trastuzumab,1
2176,Trastuzumab,1
2177,"Extrait d’huile essentielle d’arbre à thé, de thym et de géranium, d’extrait de bardane et de sauge",1
2178,Trastuzumab,1
2179,Trastuzumab,1
2180,Trastuzumab,1
2181,Trastuzumab emtansine,1
2182,"Vaccin contre la diphtérie, le tétanos, la poliomyélite, la coqueluche, l'haemophilus influenzae b et l'hépatite B.",1
2183,Hexetidine,1
2184,Hexamidine,1
2185,Hexamidine,1
2186,Bémiparine,1
2187,Bémiparine,1
2188,Bémiparine,1
2189,Bémiparine,1
2190,Bémiparine,1
2191,CALCIFEDIOL,1
2192,CALCIFEDIOL,1
2193,Captopril,1
2194,Captopril,1
2195,Linezolide,1
2196,Loratadine,1
2197,Loratadine,1
2198,Loratadine,1
2199,Loratadine,1
2200,"Échinacée, cassis, plantin, reine des près et gelée royale",1
2201,Extraits végétaux et marins,1
2202,Ifosfamide,1
2203,Ifosfamide,1
2204,Ifosfamide,1
2205,Teinture de souci des jardins,1
2205,Teinture de phytolaque,2
2205,Teinture de bryone,3
2205,Teinture de benjoin du Laos,4
2205,Acide borique,5
2207,Homeo,1
2208,Curcumine,1
2208,Exsudat de bambou,2
2209,Curcumine,1
2209,Exsudat de bambou,2
2210,Prednisolone,1
2211,Insuline Lispro,1
2212,Insuline Lispro,1
2213,Insuline Lispro,1
2214,Insuline Lispro,1
2215,Insuline Lispro,1
2216,Eau de mer 100% non diluée,1
2217,Eau de mer 100% non diluée,1
2218,Eau de mer 100% non diluée,1
2219,Solution à base de glycérol et d'extraits de plantes à tanins,1
2220,Eau de mer,1
2221,Lidocaine,1
2221,Benzalkonium,2
2222,Carbocistéine,1
2223,Carbocistéine,1
2224,Biclothymol,1
2225,Biclotymol,1
2226,Biclothymol,1
2227,Benzalkonium,1
2228,Paracétamol,1
2228,Pseudoéphédrine,2
2228,Chlorphénamine,3
2229,Adalimumab,1
2230,Escitalopram,1
2231,Escitalopram,1
2232,Escitalopram,1
2233,Escitalopram,1
2234,Hyaluronate de sodium,1
2235,Hyaluronate de sodium,1
2236,Acide hyaluronique,1
2237,Hydrocortisone,1
2239,Hydrocortisone,1
2240,Hydroxocobalamine,1
2241,Hyaluronate de sodium,1
2242,Hyaluronate,1
2243,"6 plantes, levure de bière et 2 ferments",1
2245,Hyaluronte de sodium,1
2247,Rilmenidine,1
2248,Etomidate,1
2249,Enalapril,1
2249,Hydrochlorothiazide,2
2250,Fébuxostat,1
2251,Fébuxostat,1
2252,Candésartan,1
2252,Hydrochlorothiazide,2
2253,Candésartan,1
2253,Hydrochlorothiazide,2
2254,Oméprazole,1
2255,Oméprazole,1
2256,Oméprazole,1
2257,Oméprazole,1
2260,Ofloxacine,1
2261,Méloxicam,1
2262,Meloxicam,1
2263,Méloxicam,1
2264,Méloxicam,1
2265,Amoxicilline,1
2265,Acide clavulanique,2
2266,Amoxicilline,1
2266,Acide clavulanique,2
2267,Amoxicilline,1
2267,Acide clavulanique,2
2268,Amoxicilline,1
2268,Acide clavulanique,2
2269,Amoxicilline,1
2269,Acide clavulanique,2
2270,Amoxicilline,1
2270,Acide clavulanique,2
2271,Palbociclib,1
2272,Palbociclib,1
2273,Palbociclib,1
2274,Palbociclib,1
2275,Palbociclib,1
2276,Palbociclib,1
2277,Brimonidine,1
2279,Ibuprofène,1
2280,Levocetirizine,1
2281,Levocetirizine,1
2282,Levocetirizine,1
2283,Irbésartan,1
2284,Irbésartan,1
2285,Ciprofloxacine,1
2286,Tobramycine,1
2286,Dexaméthasone,2
2287,Rosuvastatine,1
2288,Rosuvastatine,1
2289,Rosuvastatine,1
2290,Calcium carbonate,1
2290,Cholécalciférol,2
2291,Indométacine,1
2292,Indométacine,1
2293,Acide zolédronique,1
2294,Acide zolédronique,1
2295,Imatinib,1
2296,Imatinib,1
2297,Imatinib,1
2298,Imatinib,1
2299,Ibrutinib,1
2300,Métronidazole,1
2301,Immunoglobulines humaines anti-D,1
2302,Zinc vitamine B6,1
2302,Vitamine D3,2
2302,Bête-glucanes,3
2303,Zinc vitamine B6,1
2303,Vitamine D3,2
2303,Bête-glucanes,3
2304,Lopéramide,1
2305,Zopiclone,1
2306,Étonogestrel,1
2307,Azathioprine,1
2308,Salbutamol,1
2309,Salbutamol,1
2310,Indométacine,1
2311,Indométacine,1
2312,Indométacine,1
2313,Indométacine,1
2314,Indométacine,1
2315,Indométacine,1
2316,Indométacine,1
2320,Ésomeprazole,1
2321,Esoméprazole,1
2322,Esoméprazole,1
2323,Esoméprazole,1
2324,"Vaccin contre D, T, Coqueluche (Pertussis), Hépatite B, Poliomyélite et Hi b",1
2325,"Vaccin contre D, T, Coqueluche (Pertussis) et Poliomyélite",1
2326,Antigènes de surface (hémagglutinine et neuraminidase)* de virus de la grippe inactivé,1
2327,Sertraline,1
2328,Sertraline,1
2329,Amlodipine,1
2330,Amlodipine,1
2331,Amlodipine,1
2332,Clopidogrel,1
2333,Clopidogrel,1
2334,Axitinib,1
2335,Axitinib,1
2336,Salicylate de méthyle,1
2336,Camphre,2
2337,Perindopril,1
2338,Perindopril,1
2339,Périndopril,1
2339,indapamide,2
2340,Eplérénone,1
2341,Eplérénone,1
2342,Insuline humaine biogénétique,1
2343,Insuline humaine,1
2344,Insuline humaine,1
2345,Insuline humaine biogénétique isophane biphasique,1
2346,Insuline humaine biogénétique,1
2347,Insuline humaine,1
2348,Insuline humaine biogénétique isophane,1
2349,Insuline humaine,1
2350,Insuline humaine,1
2351,Insuline glargine,1
2352,Insuline glargine,1
2353,Ibuprofène,1
2354,Ibuprofène,1
2356,Ésomeprazole,1
2357,Ésomeprazole,1
2358,Ésomeprazole,1
2359,Ésomeprazole,1
2360,Ésomeprazole,1
2361,Ésomeprazole,1
2362,Manidipine,1
2363,Lansoprazole,1
2364,Lansoprazole,1
2365,Métformine,1
2366,Metformine,1
2367,Enalapril,1
2368,Enalapril,1
2369,Alfuzosine,1
2370,Alfuzosine,1
2371,Esoméprazole,1
2372,Esoméprazole,1
2373,Esoméprazole,1
2374,Esoméprazole,1
2375,Esoméprazole,1
2376,Esoméprazole,1
